m2_terreno,cantidad_personas,orientacion,forma_terreno,cantidad_dormitorio,cantidad_bano,m2_cocina,m2_estar_comedor,m2_dormitorios_total,m2_banos_total,costo_estimado,tiempo_meses,layout_key_target
210,3,2,cuadrado,2,2,9.1,16.9,18.6,9.8,46456,5,2-dorm
349,2,4,irregular,2,2,6.5,29.3,22.5,7.1,50774,6,2-dorm
132,3,3,irregular,2,2,6.4,11.1,20.9,6.5,33345,4,2-dorm
261,3,4,ancho,2,2,7.1,23.8,25.9,7.6,58423,7,2-dorm
423,4,1,ancho,2,2,11.9,44.7,18.5,8.8,61737,9,2-dorm
118,2,2,cuadrado,2,1,7.6,9.7,21,3.6,39215,4,2-dorm
384,4,1,irregular,3,2,7.8,38.8,31.3,7.5,82643,9,3-dorm-compacto
105,4,1,angosto,2,1,12.2,10.2,24.5,3.1,35598,6,2-dorm
293,3,3,cuadrado,2,1,8.5,30.6,25.1,4.4,49504,6,2-dorm
317,2,1,irregular,1,1,6.4,30.1,14.3,4.8,49054,6,1-dorm
175,3,2,cuadrado,2,1,6.1,16.7,29.8,4.4,50426,5,2-dorm
164,3,2,ancho,3,1,13,12.7,43.1,3.4,50514,7,3-dorm-compacto
288,3,2,ancho,2,2,13.1,25.5,22.7,9.7,55620,7,2-dorm
158,3,3,angosto,3,1,11.4,13.4,38.5,4.9,60574,5,3-dorm-largo
247,3,3,ancho,2,1,10.9,19.1,29.4,3.7,62473,7,2-dorm
210,1,3,irregular,2,1,5.7,10.8,29.5,3.5,41409,4,2-dorm
277,4,2,ancho,3,1,6.8,28.3,29.7,4,45171,6,3-dorm-largo
332,2,2,cuadrado,2,1,12.4,27.9,27.4,4.2,54933,5,2-dorm
153,4,3,cuadrado,3,1,7.4,17.6,41.9,3.8,51423,7,3-dorm-compacto
256,2,1,angosto,3,1,10.1,16.9,28.1,3.5,52719,6,3-dorm-largo
308,4,3,irregular,2,1,8.9,29.6,28.2,3.3,58805,7,2-dorm
232,3,4,irregular,2,2,6.1,20.6,20.8,7.8,43638,6,2-dorm
269,2,1,irregular,1,1,7.1,24.7,14.3,3.2,33359,4,1-dorm
184,1,4,irregular,2,1,5.1,9.9,19.3,3.2,25613,4,2-dorm
354,3,3,cuadrado,2,1,13.2,26.7,21.2,4.2,59042,5,2-dorm
256,2,1,irregular,2,2,8.5,18.7,28.7,7.7,63173,6,2-dorm
275,3,3,ancho,3,1,7.1,22.5,44,4.8,77760,7,3-dorm-largo
421,4,3,irregular,2,1,6.6,39,27.7,3.1,69487,6,2-dorm
422,2,3,cuadrado,2,1,10.3,27.3,24.5,4.6,49570,6,2-dorm
163,2,1,angosto,2,2,10.3,11.5,22.9,7.4,47869,6,2-dorm
102,4,3,ancho,3,2,10.2,11.2,29.4,7.4,44053,7,3-dorm-compacto
385,4,1,ancho,2,2,11.9,37.8,24.7,9.6,55884,8,2-dorm
311,2,4,ancho,3,2,6.7,20.2,33.6,6.9,46095,7,3-dorm-compacto
244,4,4,angosto,3,1,6.4,21.9,36.2,3.8,48203,6,3-dorm-largo
436,2,2,cuadrado,1,1,11.5,40.7,9.6,4.6,46956,6,1-dorm
159,1,3,cuadrado,2,1,6.2,13.4,22.7,3.1,42441,4,2-dorm
127,3,3,irregular,3,2,5.2,10.3,35,6.2,42628,5,3-dorm-largo
368,3,1,irregular,2,1,11.4,35.1,19.9,3.6,63531,6,2-dorm
436,2,3,angosto,3,3,11.7,27.6,43.3,13.5,69528,7,3-dorm-largo
355,1,4,ancho,1,1,7.8,29.2,13.9,4.7,47809,6,1-dorm
188,3,3,irregular,2,2,9.2,15.5,27.3,7.5,44878,7,2-dorm
321,4,3,irregular,2,1,10.4,35,21.8,4.2,68333,7,2-dorm
407,3,2,ancho,2,1,12.8,31.4,23.1,3.1,45782,7,2-dorm
422,3,2,angosto,2,2,7.4,31.8,18.2,7.6,58015,6,2-dorm
386,3,4,irregular,2,2,5.2,33.3,28.6,6.1,71245,5,2-dorm
223,2,2,cuadrado,1,1,8.2,16.5,14.7,4.3,39264,4,1-dorm
401,3,1,cuadrado,2,2,6.5,40.8,18.3,8.7,59079,6,2-dorm
178,1,2,ancho,1,1,12.4,10.4,12.8,3.7,33038,5,1-dorm
147,2,4,cuadrado,2,1,11.4,10.8,20.2,4.7,43018,5,2-dorm
194,3,3,angosto,2,1,5.9,17.9,23.7,3.2,43472,5,2-dorm
340,4,1,ancho,3,2,9.8,37.4,27.3,7.6,67951,8,3-dorm-largo
198,2,3,angosto,2,1,11,16.5,19.3,3.3,45080,7,2-dorm
382,1,1,ancho,1,1,13.5,27.7,9.7,3.4,50075,6,1-dorm
192,2,2,cuadrado,2,1,11.2,16,23.5,4.5,38052,5,2-dorm
300,1,4,irregular,1,1,10.3,18.8,13.1,3.4,45548,4,1-dorm
340,3,4,angosto,2,1,5.8,30.1,19.4,3.4,41615,6,2-dorm
277,4,3,angosto,3,1,10.7,26.2,40.4,3.4,69014,7,3-dorm-largo
332,1,3,irregular,2,1,9.4,19.9,21.6,4.7,44933,7,2-dorm
434,4,4,cuadrado,2,1,12.1,50.4,24.4,4.7,73641,9,2-dorm
107,4,1,cuadrado,2,1,13.8,11.9,25,4.9,41698,6,2-dorm
313,2,2,ancho,1,1,9.2,21.7,12.4,3.9,34614,4,1-dorm
148,1,2,ancho,1,1,6.7,10.5,14.7,3.1,26612,5,1-dorm
124,2,4,cuadrado,2,1,12.2,9.7,26.6,4.5,40474,7,2-dorm
354,3,1,cuadrado,3,2,11.4,34.3,35.9,6.3,61786,7,3-dorm-compacto
226,1,3,cuadrado,2,1,13.5,18.3,19.3,4.9,50509,6,2-dorm
144,1,2,cuadrado,1,1,9.9,12,9.4,3.6,24591,5,1-dorm
182,2,3,cuadrado,1,1,10,15.2,11.5,3.1,26894,4,1-dorm
221,3,4,ancho,3,1,11.6,21,28,3.5,45656,6,3-dorm-compacto
176,1,4,cuadrado,2,1,11.1,14.1,29.2,4.1,42713,7,2-dorm
109,1,1,cuadrado,1,1,7.2,6.3,13.7,3.7,25423,5,1-dorm
389,3,1,ancho,3,2,7.3,28.8,38.1,9.2,80717,8,3-dorm-largo
362,3,1,cuadrado,2,1,6.7,31.7,26.8,4,68336,5,2-dorm
281,2,2,angosto,2,2,10.8,20.9,22.8,6.8,46275,6,2-dorm
276,1,1,cuadrado,2,1,13.7,21.4,18.7,4.3,51381,7,2-dorm
153,4,1,ancho,2,2,11,16.9,28.3,6.5,53819,7,2-dorm
120,2,2,angosto,1,1,7.9,11,11.5,3.6,25524,4,1-dorm
196,2,4,irregular,2,2,6.1,14.7,26.3,8.1,53523,6,2-dorm
138,2,2,cuadrado,2,1,6.6,8.7,28.9,3.9,47232,4,2-dorm
266,4,1,ancho,2,2,7.4,30.3,28.8,7.7,69312,5,2-dorm
285,2,1,angosto,2,1,12.5,20,19,4.2,50039,7,2-dorm
221,2,3,irregular,2,1,11.5,20.9,23.1,4.2,41935,5,2-dorm
294,4,1,cuadrado,2,1,8.9,25.8,19.4,3.4,42363,6,2-dorm
410,2,4,ancho,3,2,12.6,38.6,39.4,8.2,74143,8,3-dorm-compacto
152,4,3,irregular,2,2,7.1,14.3,24.7,9.6,55019,6,2-dorm
250,3,1,ancho,2,2,6.2,23.2,23.3,8.3,48097,6,2-dorm
349,4,3,ancho,2,1,13.1,40.9,19.4,4.5,52692,5,2-dorm
251,1,3,angosto,1,1,5.5,19.1,14.2,3.3,28251,4,1-dorm
428,4,4,ancho,3,2,6.8,36.7,34.9,9.4,57606,9,3-dorm-largo
374,1,4,irregular,1,1,8.9,19.9,9.7,3.3,32291,4,1-dorm
152,4,1,ancho,3,1,13.9,13.7,42.9,4.3,62414,6,3-dorm-largo
151,4,2,ancho,3,2,7.6,16.7,31.6,6.9,59313,6,3-dorm-compacto
256,4,3,irregular,3,3,7.8,23.8,40.9,9.6,80821,8,3-dorm-compacto
291,3,1,ancho,3,1,12,22.4,36.2,4.8,55500,5,3-dorm-compacto
396,2,3,cuadrado,1,1,7.8,36.5,11.6,4,44708,7,1-dorm
281,3,4,ancho,3,3,9.4,26.3,30.1,9.3,67386,5,3-dorm-compacto
425,2,3,cuadrado,2,1,7.5,40.5,25.3,3.5,63782,6,2-dorm
274,2,3,ancho,2,1,11.4,26,20.3,4,55001,6,2-dorm
126,2,1,angosto,1,1,7.9,10.8,10.5,5,26953,5,1-dorm
115,2,2,cuadrado,1,1,12.4,10.6,13.6,3.5,26545,4,1-dorm
226,4,2,irregular,2,2,8.7,24.6,20.7,9.1,53059,5,2-dorm
337,4,3,cuadrado,3,2,9.3,36.9,38,8.3,92408,9,3-dorm-compacto
294,3,1,angosto,2,1,9.3,29,29.7,3.4,52359,5,2-dorm
120,4,3,angosto,2,1,9.5,13.4,21.1,5,40824,4,2-dorm
134,3,4,angosto,3,2,7.1,11.6,29.2,9.4,51094,6,3-dorm-largo
169,3,2,irregular,2,1,6.1,13.4,29,4.5,41725,5,2-dorm
298,3,4,cuadrado,3,2,9.5,22.3,34.9,9.6,51587,7,3-dorm-compacto
298,2,1,cuadrado,2,2,9.6,26.2,20.4,6.6,54341,6,2-dorm
283,3,3,ancho,2,2,6.9,23.6,21.4,7.2,52387,7,2-dorm
433,4,3,cuadrado,3,1,13.6,39.8,37.7,4.3,77770,8,3-dorm-compacto
365,3,1,ancho,2,2,12.1,36.2,24.3,6.2,67440,6,2-dorm
350,1,2,cuadrado,2,1,7.6,25.6,18.8,3.1,49988,6,2-dorm
225,1,3,angosto,1,1,10.1,14.1,13.4,4.6,34087,5,1-dorm
397,1,2,angosto,2,1,5.4,27.5,18.8,4.5,37733,6,2-dorm
167,1,1,angosto,1,1,7.6,12,12.6,3.5,30928,5,1-dorm
199,3,4,angosto,2,1,6.4,20.4,22.4,4,47577,6,2-dorm
324,4,3,irregular,3,1,11.5,37.1,40.1,3.7,68428,7,3-dorm-largo
131,3,4,irregular,2,1,11.6,12.5,26.3,3,36112,7,2-dorm
432,2,2,ancho,2,1,13.2,35.7,26.7,3.5,69245,7,2-dorm
393,2,1,angosto,1,1,9.6,37.3,14.6,4.5,47301,5,1-dorm
339,4,4,irregular,2,2,11,36.1,24.3,9.2,62256,8,2-dorm
388,3,2,angosto,3,1,11.9,39.7,36.7,4.6,70693,9,3-dorm-largo
122,1,1,angosto,2,2,6.6,6.7,22.5,6.2,32804,5,2-dorm
318,3,3,cuadrado,2,1,9.8,25.3,20.5,3.2,43582,6,2-dorm
363,2,4,ancho,1,1,12.5,28.9,11.8,4.1,55265,5,1-dorm
326,1,2,irregular,1,1,10.9,21.6,11,4.6,39483,5,1-dorm
237,4,1,cuadrado,3,1,9.1,22.6,35.8,3.3,68224,7,3-dorm-compacto
387,4,3,ancho,2,1,11.8,42.5,24.8,4.2,74244,9,2-dorm
162,3,4,cuadrado,3,1,7.9,16.4,43.9,3.6,56220,5,3-dorm-compacto
329,1,2,cuadrado,1,1,10.8,25.3,10.4,3.3,35650,4,1-dorm
194,1,2,irregular,1,1,7,10.3,14,3.6,25245,4,1-dorm
225,1,4,ancho,2,2,8.4,15.3,22.5,6.9,52061,6,2-dorm
324,1,4,cuadrado,1,1,13.2,23.1,13.4,3.2,45047,6,1-dorm
265,3,3,ancho,2,1,12,25.1,21.5,4.1,41388,5,2-dorm
144,4,1,angosto,2,1,8.9,15.8,28.7,3.3,53165,5,2-dorm
308,4,1,angosto,3,2,7.3,26.7,33,8.2,53092,7,3-dorm-largo
335,3,4,irregular,2,1,8.1,26.2,18.1,4.7,39568,7,2-dorm
179,3,1,irregular,2,1,8.4,15.3,29.3,3.3,40948,7,2-dorm
204,3,3,cuadrado,2,1,7.7,17.2,25.6,3.5,53058,5,2-dorm
441,2,3,irregular,2,1,8.1,39.2,27.2,4.5,55090,5,2-dorm
127,4,3,angosto,3,2,6.9,11.7,33.3,7.7,48149,5,3-dorm-largo
252,1,4,angosto,1,1,12.6,15.8,10.1,4.1,40411,4,1-dorm
231,4,3,irregular,2,1,6,21.7,19.7,3.9,41588,7,2-dorm
210,4,4,angosto,3,2,7,21,33.4,9.2,56269,5,3-dorm-largo
244,1,1,irregular,1,1,5.7,13.9,12.9,3,33276,5,1-dorm
109,2,4,irregular,2,1,5.3,7.9,19.1,3.1,30725,4,2-dorm
356,1,3,cuadrado,2,2,12.5,19.3,18.8,6.4,50691,6,2-dorm
139,4,2,angosto,2,1,10.7,13.4,21.2,3.2,36888,4,2-dorm
285,4,2,irregular,2,2,5.5,29.7,26.1,7.4,56805,7,2-dorm
288,1,2,cuadrado,1,1,10.8,19.2,11.4,3.4,41454,4,1-dorm
217,4,3,cuadrado,3,1,13.2,25.2,30.4,4.6,68437,5,3-dorm-compacto
174,2,2,angosto,1,1,5.5,11.6,15,4.6,26327,4,1-dorm
272,1,4,angosto,1,1,7.5,15.5,13.2,4.5,35337,4,1-dorm
402,4,4,cuadrado,3,2,7.7,36.4,33.8,9.8,74076,7,3-dorm-compacto
326,2,1,angosto,2,1,9.1,21.4,24.9,4.9,40685,6,2-dorm
441,2,2,angosto,2,1,7.6,32.7,21,3.9,59765,5,2-dorm
154,1,2,cuadrado,1,1,11.5,12.1,13.3,3.8,38016,5,1-dorm
298,4,1,angosto,3,1,10.2,28.6,29.8,3.5,59877,5,3-dorm-largo
262,1,2,angosto,1,1,12.5,14.3,9.7,4.9,40287,4,1-dorm
138,3,3,cuadrado,2,2,10,13,22.5,8.7,45440,6,2-dorm
334,1,4,cuadrado,1,1,7.4,27.3,14.1,3.6,46293,5,1-dorm
262,4,2,irregular,2,1,11.8,29.5,21.8,3.8,60090,7,2-dorm
222,3,4,irregular,3,1,10.8,23.6,39.9,3.1,57489,6,3-dorm-compacto
221,2,1,cuadrado,2,2,12.9,17.5,25.1,8.3,50220,7,2-dorm
201,3,3,irregular,2,1,7.6,19.6,22.6,3.5,51345,6,2-dorm
357,1,3,cuadrado,2,2,9.9,25.9,18.2,6.7,51660,5,2-dorm
112,4,3,irregular,2,1,7,12.4,29,4.5,42166,6,2-dorm
409,3,1,angosto,2,2,5.5,37.5,23.9,8.9,73498,7,2-dorm
270,4,2,irregular,2,1,5.3,27.2,18.2,4.1,42980,7,2-dorm
283,4,2,ancho,2,1,11.7,25.8,19.8,3.6,53196,7,2-dorm
430,1,1,irregular,1,1,8.5,22.3,14.4,3.1,40497,5,1-dorm
167,3,1,ancho,2,1,8.5,12.4,21.8,4.2,42822,5,2-dorm
248,3,4,irregular,2,1,6.8,19.9,18.4,4,44650,5,2-dorm
275,3,3,cuadrado,2,1,11.1,25.6,26.8,4.3,62094,5,2-dorm
326,4,3,angosto,2,2,10.3,31.2,21.1,9.3,51463,5,2-dorm
219,2,3,ancho,1,1,9,14.1,11,5,25926,4,1-dorm
358,4,3,ancho,3,2,9.3,40.1,32.3,8.1,61114,7,3-dorm-compacto
211,3,2,ancho,2,1,13.6,21.4,22.6,4.6,60102,7,2-dorm
257,4,1,irregular,3,2,8.6,29.6,38.2,10,71921,8,3-dorm-largo
354,2,3,cuadrado,2,1,9.1,26.1,18.4,4,41814,5,2-dorm
398,3,2,cuadrado,2,2,12.1,40.4,23.4,6.7,54551,7,2-dorm
420,2,1,irregular,1,1,5.2,30.1,14.1,3.2,43920,7,1-dorm
323,1,3,cuadrado,1,1,13.3,22.8,13,3.9,50502,7,1-dorm
342,3,1,angosto,2,1,5.8,32.4,21.1,4.3,54803,6,2-dorm
149,1,3,angosto,1,1,6.7,9.2,9.9,4.7,20972,5,1-dorm
417,4,4,angosto,2,1,10.2,45.2,24.6,4.7,70514,7,2-dorm
424,3,2,ancho,2,1,12.6,33,28,5,60448,7,2-dorm
182,3,4,irregular,2,1,7.1,15.3,27.7,4.3,35529,6,2-dorm
358,2,1,irregular,2,2,11.5,22.6,23.2,7.4,57777,5,2-dorm
282,4,1,angosto,3,2,9,24.3,42.6,7.9,61360,8,3-dorm-largo
221,3,4,ancho,2,2,7.7,19.9,26.5,6.3,47545,6,2-dorm
284,2,1,ancho,2,2,7.2,18.9,29,7.3,50970,6,2-dorm
449,2,3,ancho,2,1,10.6,28.2,29.2,3.5,54285,7,2-dorm
400,1,4,angosto,1,1,5.5,26.8,9.5,3.1,34550,4,1-dorm
226,2,2,cuadrado,2,1,11.9,20.6,28.6,3.8,64366,5,2-dorm
295,2,3,irregular,1,1,8.9,19.3,11.3,4.7,36079,4,1-dorm
329,2,2,irregular,1,1,9.8,27.6,9.7,4.5,47842,6,1-dorm
119,3,3,ancho,3,1,7.6,9.6,44.5,3.5,44330,5,3-dorm-largo
271,3,1,angosto,2,1,5.9,28.6,20.1,4.7,56942,5,2-dorm
310,4,1,irregular,2,1,11.4,32,29,4.6,66526,7,2-dorm
256,2,3,cuadrado,1,1,8.9,17.3,10.2,3.3,36080,4,1-dorm
387,4,1,angosto,2,1,8.9,43.8,21.6,3.8,54541,6,2-dorm
100,4,4,cuadrado,2,1,8.8,9,23.7,4.3,41752,4,2-dorm
355,2,2,irregular,3,1,5.5,25.6,42.7,3.5,65781,7,3-dorm-compacto
201,4,4,cuadrado,3,2,9.7,18.4,33.1,7,46496,7,3-dorm-compacto
124,2,4,angosto,1,1,8.9,10.4,10.9,4.7,26502,5,1-dorm
181,4,4,cuadrado,3,2,7.6,18.6,44,7.5,70695,5,3-dorm-compacto
167,2,2,ancho,2,1,13.5,15.1,25.4,3.9,44987,5,2-dorm
142,4,3,angosto,3,1,7.5,14.9,32.8,4.9,53199,7,3-dorm-largo
234,1,1,irregular,1,1,7.3,15.1,9.6,4,35043,4,1-dorm
161,4,4,cuadrado,3,1,13.7,17.2,35.5,3.8,49313,7,3-dorm-compacto
227,2,4,ancho,2,1,8.8,15.9,25.2,4.8,54385,6,2-dorm
134,2,4,cuadrado,2,1,12.3,8.6,26,3.1,42421,6,2-dorm
197,3,1,irregular,2,1,11.7,20.3,24.4,3.6,56418,7,2-dorm
390,1,3,ancho,2,1,12.1,24.2,23.6,3.9,42041,5,2-dorm
362,1,1,angosto,1,1,11.1,28.3,12.5,4.9,50423,6,1-dorm
450,1,2,cuadrado,1,1,7,26.4,12.6,3.6,39357,4,1-dorm
179,4,1,ancho,3,1,8,16.5,27.9,3.8,39119,6,3-dorm-compacto
434,3,1,cuadrado,2,1,10.6,45.7,21.2,5,54338,7,2-dorm
336,4,1,ancho,2,1,7.2,34.5,28.4,4.6,68666,5,2-dorm
111,4,2,angosto,3,2,5.6,10.1,32.2,8.3,51113,6,3-dorm-largo
103,1,3,irregular,1,1,6.4,8.5,13.1,3.3,24440,5,1-dorm
299,3,3,cuadrado,2,2,6.1,27.2,29,7.3,68674,6,2-dorm
116,4,2,irregular,3,2,5.9,12.7,37.3,6.5,60000,6,3-dorm-largo
175,1,1,irregular,1,1,8.6,13.4,13.3,4.4,39398,5,1-dorm
342,4,4,ancho,3,2,8,36.8,40,7.9,73951,8,3-dorm-compacto
195,1,2,irregular,2,2,8.6,16.1,28.6,9.3,42473,6,2-dorm
155,1,2,cuadrado,1,1,11.3,12.8,9.6,4.6,31295,4,1-dorm
241,4,4,angosto,2,1,9.7,22.6,19.5,3.3,50175,6,2-dorm
420,2,2,ancho,3,2,10.5,29.5,45,6.3,69769,8,3-dorm-compacto
374,2,3,cuadrado,1,1,11.3,25.3,11.7,3.5,35968,5,1-dorm
426,3,4,cuadrado,2,1,6.9,39,20.8,3.5,47882,7,2-dorm
309,3,3,angosto,3,2,5.6,31.4,34.2,9.6,58660,8,3-dorm-largo
391,2,3,ancho,2,1,7.2,36.4,23,4.3,47392,6,2-dorm
101,2,4,ancho,3,2,7.3,7.2,40.8,9.7,45498,7,3-dorm-compacto
124,2,4,cuadrado,2,2,10.4,11.5,26.4,8.4,54795,6,2-dorm
318,1,4,irregular,1,1,10.7,19.1,11.1,4.4,41062,4,1-dorm
285,2,1,irregular,2,1,11.4,23.6,18.7,4,44673,5,2-dorm
251,3,3,ancho,3,1,9.3,26.4,33.1,3.4,53735,6,3-dorm-compacto
398,2,4,ancho,2,1,10.6,34.8,18.3,3.8,60250,7,2-dorm
158,3,2,angosto,3,1,10.4,12.3,33.3,3.3,58623,7,3-dorm-largo
221,4,1,irregular,2,1,10.4,19.5,21.5,4.2,50203,6,2-dorm
185,3,1,ancho,2,2,6.3,13.8,28.1,8.6,54184,5,2-dorm
388,4,4,irregular,3,1,7.5,43.8,34.3,3.5,71027,8,3-dorm-largo
194,2,3,irregular,2,1,11.3,12.2,26.3,3.2,51344,6,2-dorm
112,3,2,irregular,2,1,8.1,11.3,26,3.3,40536,5,2-dorm
306,2,4,irregular,2,1,6.7,24.6,20,3.7,36002,7,2-dorm
314,1,4,ancho,1,1,7.8,21.1,11.9,3.2,43055,5,1-dorm
316,2,3,ancho,2,2,8.5,21.6,21.5,6.9,40091,6,2-dorm
434,4,2,angosto,3,3,8.9,40.9,32.3,12.4,83597,7,3-dorm-largo
306,3,2,cuadrado,2,2,12.6,28.8,26.5,7.4,70300,6,2-dorm
236,2,4,irregular,2,1,10.8,21.3,22.3,4.1,55588,6,2-dorm
277,1,3,irregular,2,2,8.7,18.6,19.8,9.7,51008,6,2-dorm
313,4,1,irregular,2,2,10.9,33,29.8,9.2,75247,7,2-dorm
101,1,2,ancho,2,1,9.3,8.1,25.6,4.9,41090,4,2-dorm
276,3,1,angosto,2,2,8.9,28.8,23,8.3,62559,6,2-dorm
107,3,4,angosto,3,1,12.5,8.8,29.5,4.7,54713,7,3-dorm-largo
151,3,1,ancho,3,1,13.1,13.6,42.8,4.1,62088,6,3-dorm-compacto
324,1,4,irregular,2,1,10.4,25.8,19.7,4.8,55905,7,2-dorm
289,4,2,irregular,3,1,6.9,31.6,38.4,4,69829,9,3-dorm-largo
379,4,1,angosto,3,1,6,42.8,38.4,4.7,68331,9,3-dorm-largo
224,4,4,angosto,3,1,8.1,23.9,31.5,4.7,63070,7,3-dorm-largo
373,3,3,irregular,2,2,7.9,37.9,23.2,6.1,62495,5,2-dorm
358,4,4,ancho,3,2,12.7,38.3,38.7,6.4,62783,9,3-dorm-compacto
387,1,3,irregular,1,1,11.4,25.1,12,4.3,48124,5,1-dorm
362,4,4,ancho,2,1,11.4,34.4,29,3.7,67023,7,2-dorm
345,4,2,cuadrado,2,1,7.1,34.4,22.2,3.1,53821,7,2-dorm
333,1,4,cuadrado,2,2,12,25.3,29.5,6.7,53519,5,2-dorm
359,3,3,angosto,3,3,10.6,37.7,33,13.5,71909,9,3-dorm-largo
247,1,3,irregular,1,1,6.2,16.1,14.1,4.1,37253,4,1-dorm
383,3,2,cuadrado,2,1,10.9,38.9,19.4,3.5,66824,6,2-dorm
274,1,4,cuadrado,1,1,13.1,19,10.8,3.8,33652,4,1-dorm
420,4,1,irregular,3,1,5.4,36.2,37.8,3.1,67034,7,3-dorm-largo
361,2,3,cuadrado,2,2,6.2,30.7,21.6,7.7,52924,6,2-dorm
376,1,1,cuadrado,1,1,8.3,23.5,12.2,3.4,38294,4,1-dorm
156,1,3,irregular,1,1,5.4,8.2,14.5,4.7,28796,4,1-dorm
372,2,2,ancho,2,1,11.2,26.7,21.7,3.3,62869,7,2-dorm
255,4,3,angosto,3,1,12,29.2,44.9,3.4,66158,9,3-dorm-largo
382,3,4,irregular,2,2,6.3,29.4,21.9,6.6,61689,6,2-dorm
273,3,4,irregular,2,1,10.8,24.4,28,3.6,55160,6,2-dorm
150,2,2,angosto,3,2,7.5,13.5,33.4,7.7,52317,5,3-dorm-largo
152,4,4,cuadrado,2,1,7.7,17,29,3,55982,7,2-dorm
293,1,1,irregular,1,1,11.5,20.3,12.3,4.9,41583,5,1-dorm
440,4,3,irregular,3,2,7.2,41,40.6,7.6,85118,9,3-dorm-compacto
183,2,3,irregular,2,1,9.6,17.4,21.2,3.9,37653,6,2-dorm
348,3,2,angosto,2,2,10,31.5,26.6,6.9,52613,6,2-dorm
265,1,2,irregular,1,1,9.4,16.1,11.1,3.5,39613,4,1-dorm
171,4,1,cuadrado,2,1,9.6,18.7,23.2,4.2,52124,6,2-dorm
263,2,4,ancho,2,1,7.3,24.9,21.4,4.2,42554,7,2-dorm
313,1,3,ancho,1,1,7.8,22.7,12.7,4.4,44095,5,1-dorm
193,3,4,ancho,2,1,6.3,14.3,28.9,3.1,49808,7,2-dorm
252,1,1,angosto,1,1,6.4,13.1,11.4,4.5,27089,5,1-dorm
435,3,1,irregular,3,2,10.1,35.8,37.5,7.7,77897,9,3-dorm-compacto
363,3,4,cuadrado,3,2,9.4,33.6,34.7,8.9,73725,8,3-dorm-compacto
207,3,4,irregular,2,1,6.5,18.2,23,4.6,35231,7,2-dorm
151,4,1,ancho,3,1,9,16.1,35.1,4.7,54946,6,3-dorm-largo
289,2,2,cuadrado,2,2,11.4,18.5,27.7,7.7,43889,6,2-dorm
229,3,4,irregular,3,2,5.1,21.3,39.3,6.8,71500,6,3-dorm-compacto
396,2,1,cuadrado,2,2,12.2,31.8,23.3,6.2,47881,6,2-dorm
364,2,4,cuadrado,2,1,11.2,25.9,19.2,4.4,54276,5,2-dorm
161,2,4,cuadrado,2,1,9.4,14.8,21.8,4.2,46273,7,2-dorm
439,1,3,irregular,1,1,7.5,31.1,11.2,4.9,47235,6,1-dorm
305,2,1,angosto,2,1,8.9,26.4,25.1,5,50280,6,2-dorm
291,4,4,irregular,2,1,11.7,29.4,22.4,3.2,59589,7,2-dorm
295,2,3,cuadrado,1,1,7.6,22.3,12.5,3.7,31638,4,1-dorm
206,4,3,angosto,3,1,10.3,23.8,32.8,4.3,61167,6,3-dorm-largo
163,4,2,angosto,3,1,11,18.3,43.1,3.8,75790,6,3-dorm-largo
352,1,2,cuadrado,1,1,11.4,21.9,11.8,3.5,46215,5,1-dorm
119,3,1,cuadrado,3,2,6.5,9.4,37.9,7.5,47298,6,3-dorm-compacto
111,2,2,angosto,2,1,11.8,10.4,19.3,3.8,39469,4,2-dorm
198,1,3,ancho,2,1,6.2,13.6,28,3.8,36393,7,2-dorm
408,1,3,angosto,1,1,6.5,21.1,11.6,4.8,31989,4,1-dorm
414,1,4,irregular,1,1,10.7,22.9,10.8,3.4,46751,4,1-dorm
335,3,3,irregular,2,1,8.1,27.4,27.5,3.4,46952,7,2-dorm
224,1,4,irregular,1,1,5.6,12.3,14.1,3.7,32661,4,1-dorm
180,3,2,ancho,2,1,9.9,13.6,24.3,3.8,46435,6,2-dorm
317,2,3,angosto,1,1,12.4,20.2,14.3,4.9,38515,6,1-dorm
236,3,1,angosto,2,2,8.4,22.4,23.7,8.2,51900,7,2-dorm
158,1,1,angosto,1,1,6.1,8.6,14.4,3.9,32210,4,1-dorm
343,3,1,ancho,2,1,11.6,34.3,24.3,3.1,62967,5,2-dorm
285,1,1,irregular,1,1,7.7,24,10.7,3.9,30326,4,1-dorm
254,4,4,irregular,3,2,7.8,25.5,40.7,7.3,70285,8,3-dorm-largo
374,2,2,cuadrado,1,1,9.9,24.9,12.5,4,35101,7,1-dorm
259,2,3,cuadrado,2,1,13.5,17.7,26.7,3.5,59280,5,2-dorm
270,4,2,angosto,2,2,6.4,26.1,24.6,8.9,62384,5,2-dorm
199,2,3,irregular,2,1,10.8,12.9,20.1,3.8,44193,4,2-dorm
227,2,2,ancho,1,1,9.7,14.3,14.1,3.5,37662,4,1-dorm
131,4,4,angosto,2,1,7,11.2,20.8,4.2,41901,5,2-dorm
371,3,3,angosto,3,2,8.2,31.3,44.5,6.7,67230,7,3-dorm-largo
290,1,2,cuadrado,1,1,14,16.4,12.8,4,39759,5,1-dorm
131,2,3,cuadrado,1,1,13.4,8.4,13.1,4.3,32179,5,1-dorm
365,4,4,angosto,3,3,10.2,31.7,37.2,11.3,74519,7,3-dorm-largo
387,2,2,cuadrado,2,1,12.2,34.6,21.7,4.9,53641,6,2-dorm
